electricity_usage,car_km,flights_short,flights_long,diet_type,shopping_freq,water_usage,carbon_footprint
267,660,0,0,1,2,486,368.514
429,1991,0,0,2,14,302,921.0980000000001
142,752,0,0,2,7,394,483.586
143,271,0,0,1,6,363,277.527
384,1594,0,0,2,16,68,840.692
496,1822,1,0,2,11,209,1134.601
111,937,0,0,1,19,355,527.215
194,1225,0,0,0,17,171,548.019
401,31,0,0,0,17,121,395.709
485,442,1,0,2,14,104,883.0360000000001
352,161,1,0,2,2,218,652.002
598,766,0,0,0,18,148,635.692
341,253,0,0,2,14,119,534.891
134,520,0,0,0,15,198,362.06199999999995
314,976,0,0,1,16,166,588.5740000000001
436,1674,0,1,2,0,75,1818.595
189,1503,0,0,1,10,297,582.653
363,9,0,0,0,5,434,258.166
192,725,0,0,0,8,258,357.962
509,504,0,1,1,19,276,1707.0639999999999
557,784,0,0,2,15,460,744.88
189,1859,0,0,1,5,483,605.527
517,1583,1,0,1,11,163,995.207
214,435,0,0,2,18,243,559.067
204,1134,1,0,0,12,370,735.8100000000001
490,152,0,0,1,12,59,456.731
295,1658,0,0,1,3,144,586.796
413,916,0,0,0,8,170,488.18999999999994
213,868,0,0,1,13,175,494.635
592,1125,0,0,0,13,86,654.414
174,752,1,0,2,16,118,834.542
512,1856,0,0,0,4,346,679.354
475,1214,0,0,0,18,223,674.3069999999999
519,1752,0,0,1,1,94,679.226
316,562,0,0,0,12,172,416.668
376,1827,0,0,0,10,431,677.1990000000001
348,1104,0,0,1,1,76,477.64400000000006
263,488,0,0,0,0,242,260.238
493,894,1,0,1,2,389,759.361
456,1111,0,1,2,11,185,1825.385
556,1217,0,0,0,6,244,589.116
507,103,0,0,2,0,98,434.42199999999997
291,1806,1,0,0,8,145,864.725
326,1119,0,0,0,17,170,582.25
276,1446,0,0,2,19,298,797.802
198,1914,0,0,2,5,266,718.354
595,1221,0,0,1,8,163,675.567
135,1024,0,0,1,7,63,432.067
565,1006,0,0,2,17,111,809.499
596,406,0,0,0,14,92,522.348
586,1401,0,0,1,0,460,630.4599999999999
195,166,0,0,0,13,289,297.701
251,508,1,0,1,17,145,728.3249999999999
250,1661,1,0,1,18,76,967.884
289,312,0,0,1,18,373,467.137
323,1616,0,0,2,9,432,752.748
136,1441,0,0,0,19,291,587.939
367,762,0,0,2,5,289,559.141
468,680,0,0,1,16,353,595.737
282,476,0,0,2,13,116,544.684
112,72,0,0,2,12,330,384.41
378,1164,0,0,2,7,241,663.7289999999999
316,581,1,0,0,9,168,640.432
454,261,1,0,2,8,201,774.689
460,1363,0,0,2,4,314,708.626
385,1331,1,0,2,3,441,911.869
372,244,0,0,2,5,280,457.55999999999995
468,1538,0,0,2,5,400,757.7600000000001
161,1360,1,0,2,12,298,912.302
183,1598,0,1,2,3,108,1727.432
467,560,0,0,1,7,66,478.734
316,1099,0,0,2,4,220,594.5
441,1903,0,0,2,1,400,779.4200000000001
496,174,0,0,0,8,181,374.749
286,108,0,0,1,10,406,345.374
118,182,0,0,2,19,185,477.625
276,191,0,0,0,19,91,394.939
199,64,0,0,2,10,354,399.566
495,1872,0,0,2,6,55,842.7950000000001
544,962,1,0,2,13,378,1004.282
332,1497,0,0,2,5,219,690.811
502,1806,0,0,2,3,337,805.0730000000001
175,1123,0,1,0,5,448,1502.1319999999998
364,1567,0,1,2,2,387,1789.763
554,863,0,0,0,5,264,507.65599999999995
383,1151,0,0,2,2,118,612.122
305,1475,0,0,0,0,419,476.87100000000004
322,1937,0,0,1,17,76,793.3240000000001
483,368,0,1,2,3,274,1608.926
151,850,1,0,1,5,371,636.759
438,42,0,0,1,16,283,454.90700000000004
466,1907,0,0,1,17,492,851.548
243,1442,0,0,2,5,461,644.609
472,487,0,0,1,1,457,409.753
168,77,0,0,0,11,100,246.86
198,825,0,0,2,11,198,559.942
495,1824,0,0,1,3,464,706.8760000000001
124,1293,0,0,2,15,124,661.796
535,673,0,0,1,19,355,652.495
478,700,0,0,0,9,141,482.029
568,758,0,0,2,9,417,683.913
583,1923,0,0,2,6,473,893.717
152,727,0,0,1,13,117,440.293
250,1338,0,0,0,6,284,485.156
243,924,1,0,2,11,411,850.559
156,1874,1,0,1,10,193,892.0569999999999
138,901,0,0,0,16,125,449.285
208,888,0,0,0,10,135,416.175
280,992,1,0,0,2,276,638.484
141,1968,0,0,0,18,412,686.528
285,1191,0,0,2,3,496,592.364
522,338,0,0,2,7,105,557.785
497,192,0,0,0,13,129,428.301
322,1476,2,0,1,19,73,1221.097
221,282,1,1,1,13,276,1731.704
232,1359,0,0,0,15,77,569.933
262,389,0,0,0,14,170,379.37
314,999,0,0,1,11,142,542.9580000000001
320,524,1,0,0,15,390,692.71
334,1263,0,0,0,19,161,634.329
430,1855,0,1,2,18,427,2035.443
245,1981,0,0,2,4,394,742.6460000000001
338,1506,0,1,0,11,80,1703.8799999999999
175,658,1,0,0,4,192,546.828
108,715,0,0,2,9,416,482.10400000000004
173,1615,0,0,0,16,347,608.783
541,890,0,0,2,14,276,747.7040000000001
591,1578,0,0,2,7,407,837.4830000000001
500,1481,0,0,1,7,299,678.8910000000001
352,1112,0,0,2,7,99,641.131
329,1683,0,0,1,9,263,667.1469999999999
106,1118,0,0,1,19,429,561.981
273,451,0,0,2,12,438,528.802
240,427,0,0,0,15,481,390.529
267,1174,0,0,2,8,318,629.802
269,1537,0,0,1,15,337,673.413
492,1399,1,0,2,9,244,1028.636
533,1045,0,0,2,2,303,655.587
382,882,0,0,1,13,128,567.9920000000001
221,312,0,0,2,12,293,477.857
293,839,0,0,2,3,140,522.12
104,518,1,0,1,3,463,531.447
128,1229,0,0,0,5,55,400.055
264,1975,0,0,1,18,330,788.85
521,374,0,0,1,10,461,497.769
438,450,0,0,2,7,495,548.4150000000001
235,1649,1,0,1,13,199,910.291
595,1807,0,0,2,7,373,884.6569999999999
464,1014,0,0,2,13,448,731.7120000000001
420,594,0,0,2,6,331,558.1790000000001
441,1202,0,0,1,17,240,697.78
599,1233,0,0,1,11,323,711.0870000000001
244,499,0,0,2,13,122,533.3779999999999
426,463,0,1,0,14,496,1565.984
316,1863,0,1,0,17,367,1828.6230000000003
400,1147,1,0,1,11,117,858.453
231,112,0,0,2,9,353,412.59700000000004
391,1035,0,0,2,11,483,685.567
169,1149,0,0,1,7,112,471.788
351,1588,0,0,0,5,183,566.667
514,330,0,0,1,18,491,566.299
374,1924,0,0,1,0,356,645.084
544,1306,1,0,2,12,317,1062.533
463,139,0,0,1,15,272,474.70799999999997
281,1424,0,0,0,17,480,627.14
266,901,0,0,1,11,175,503.495
190,1120,0,0,2,4,314,546.626
301,516,1,0,0,12,56,650.124
445,568,0,1,2,7,462,1674.658
118,1947,0,0,1,5,255,591.255
138,845,0,0,1,2,228,349.01200000000006
225,1092,0,0,1,19,232,604.9879999999999
550,117,0,0,2,3,492,488.828
272,887,0,0,1,11,489,506.041
240,1082,0,0,0,12,455,491.295
341,1056,0,0,0,1,277,416.913
319,1341,1,0,2,18,285,1034.745
225,49,0,0,2,3,195,336.055
157,1903,0,0,2,12,107,767.5029999999999
247,1512,0,0,1,18,345,689.2450000000001
575,18,0,0,0,7,290,367.71000000000004
555,725,0,1,0,7,394,1601.646
416,196,0,0,0,15,336,416.944
482,1914,0,0,2,10,489,889.641
460,1473,0,0,2,17,212,859.708
522,558,1,0,1,3,75,711.5149999999999
100,1702,0,0,2,0,155,583.7950000000001
486,451,0,0,0,0,289,346.921
560,288,1,0,1,13,389,776.3009999999999
447,1164,0,0,2,3,467,654.7429999999999
289,1107,0,0,2,10,381,646.209
290,1717,0,0,0,17,449,689.2410000000001
468,390,1,0,1,15,428,778.4119999999999
508,1614,0,0,2,16,91,896.9789999999999
411,214,1,0,2,1,182,677.0580000000001
516,1549,0,0,1,3,366,659.814
521,214,0,0,1,2,93,382.457
216,1426,0,0,2,14,84,716.6759999999999
233,127,0,0,2,1,413,336.977
157,1845,0,0,0,18,396,668.504
143,1500,0,0,1,8,433,543.957
272,759,0,0,2,9,50,556.49
259,403,0,0,2,18,275,571.855
272,1052,0,0,2,4,348,567.7719999999999
416,1815,0,1,2,13,337,1970.753
402,337,0,0,0,9,285,378.805
248,830,0,0,1,15,408,523.832
179,713,0,0,2,5,496,472.24399999999997
473,360,0,0,1,7,82,441.39799999999997
312,568,0,0,1,1,144,355.936
302,1415,0,0,2,17,254,782.1259999999999
351,217,0,0,2,19,158,582.242
328,1597,0,0,2,7,371,730.4990000000001
263,1692,0,0,0,4,79,539.571
326,201,0,0,2,16,315,539.955
246,16,1,0,1,15,72,607.168
119,321,0,1,1,4,146,1355.4940000000001
540,517,0,0,0,16,88,540.9920000000001
501,1593,1,0,2,3,222,1011.018
146,1348,0,0,2,0,297,533.5930000000001
332,1435,0,0,0,5,428,530.292
404,1341,1,0,0,0,462,742.038
113,680,0,1,2,3,463,1517.627
242,1988,1,0,2,1,211,961.139
514,1105,1,0,1,12,229,908.941
100,1497,0,0,2,13,152,672.7680000000001
472,1491,0,0,2,16,258,858.762
153,424,0,1,1,10,71,1449.6989999999998
473,1968,0,0,1,2,54,712.746
358,1754,0,0,1,6,188,662.852
243,1712,0,0,1,9,263,636.827
570,1227,0,0,0,10,209,636.6809999999999
540,1606,0,0,1,9,457,742.113
558,1018,0,0,0,7,444,561.956
111,386,0,0,1,4,188,265.512
429,777,0,0,1,1,194,447.326
323,97,0,0,1,14,209,396.941
371,1368,0,0,2,15,132,780.6080000000001
555,1826,0,0,0,3,204,680.1360000000001
457,207,0,0,1,15,337,486.37300000000005
559,1537,0,0,2,11,366,855.474
507,1659,1,0,0,13,330,977.71
255,1815,0,0,0,11,113,631.1170000000001
472,585,1,0,2,15,241,917.409
107,165,2,0,0,15,205,779.7850000000001
221,21,1,0,2,11,473,661.2769999999999
447,153,0,0,1,1,140,329.59999999999997
263,1962,0,0,2,13,191,834.5790000000001
189,1462,0,0,0,10,91,522.5989999999999
235,1318,1,0,0,8,298,744.982
285,218,0,0,1,6,344,326.39599999999996
415,668,0,0,2,11,307,620.663
277,1518,0,0,1,16,386,683.4140000000001
127,229,0,0,2,8,50,379.59
319,19,0,0,2,5,158,389.202
456,552,1,1,2,11,465,1966.105
140,949,1,0,1,19,174,790.166
327,147,0,0,1,9,113,357.757
291,1131,0,0,0,8,255,480.71500000000003
510,402,0,0,1,11,464,508.776
546,595,0,0,2,0,491,552.7389999999999
244,1506,1,0,2,1,387,867.1629999999999
300,366,1,0,2,18,293,831.837
516,1857,0,0,1,0,127,689.263
311,1437,0,0,0,15,160,619.46
560,1332,1,0,1,15,191,1003.3190000000001
319,801,1,1,0,17,265,1866.565
339,917,0,0,1,17,65,596.365
512,1858,0,0,2,12,103,907.567
496,1157,0,0,0,11,190,601.4300000000001
145,1742,0,0,1,8,429,593.161
134,1306,0,0,2,4,385,560.945
352,1801,0,0,0,8,128,639.1920000000001
489,72,0,0,0,12,464,393.95599999999996
181,480,0,1,2,15,198,1623.802
470,1375,0,0,2,9,176,763.9839999999999
355,559,0,0,1,15,207,512.763
296,1349,0,1,1,13,328,1727.072
402,744,0,0,2,1,87,528.423
508,1466,0,0,1,18,206,788.414
549,99,0,0,2,10,382,553.818
109,1082,0,0,2,18,337,645.2130000000001
411,507,0,0,1,10,161,475.469
385,257,0,0,1,13,239,445.25100000000003
341,412,0,0,0,14,155,417.015
350,1475,0,0,0,6,140,553.26
464,1088,1,0,1,14,403,906.107
104,594,0,0,1,7,350,335.63
218,1177,0,0,1,3,98,457.84200000000004
388,265,0,0,0,17,210,437.85
473,820,0,1,1,13,53,1693.137
164,1102,0,0,0,17,451,513.3389999999999
245,1338,0,0,0,3,247,452.723
323,661,0,0,0,1,369,331.18100000000004
338,946,0,0,0,5,461,435.309
276,559,0,0,2,10,413,531.437
366,916,1,0,1,0,426,690.754
440,890,0,0,1,14,491,607.2189999999999
381,1271,0,0,2,11,303,726.947
162,1813,0,0,1,17,139,701.891
316,867,0,0,0,4,361,399.369
441,609,0,0,2,10,69,607.641
414,413,0,0,0,18,126,487.61400000000003
382,24,0,0,2,0,269,367.661
276,283,0,0,0,16,211,384.419
560,1472,0,0,1,7,392,703.128
516,880,0,0,1,15,443,646.707
197,300,0,0,1,10,164,344.216
204,1091,0,0,2,18,143,685.167
198,1030,0,0,1,10,455,493.255
484,816,0,0,2,14,182,708.118
504,1160,0,0,0,7,221,565.669
595,1187,1,0,1,13,163,968.7669999999999
410,82,0,0,0,0,58,239.12199999999999
105,1920,0,0,1,9,348,621.232
575,1673,1,0,0,6,309,938.881
564,1443,0,0,2,17,219,897.451
296,1096,0,0,1,11,370,556.85
450,1260,0,0,2,1,147,652.323
232,45,0,0,2,17,218,478.402
457,617,0,0,0,6,497,429.81300000000005
358,927,2,1,1,19,360,2229.0
536,1823,0,0,2,11,267,902.123
122,261,1,0,0,19,451,597.499
584,175,0,0,0,13,449,464.32099999999997
152,1189,0,0,0,9,392,445.168
264,656,0,0,1,8,479,426.391
301,841,0,0,1,14,469,538.841
557,369,0,0,0,19,395,551.295
182,1818,0,0,1,9,499,634.531
244,53,0,0,0,18,93,343.917
184,689,0,0,1,18,310,497.87000000000006
177,1442,0,0,1,11,334,575.746
556,1779,1,0,0,11,175,1000.895
465,1530,0,0,0,8,309,634.0809999999999
100,1364,2,0,1,19,404,1108.436
150,1150,0,0,0,3,263,375.367
272,1432,0,0,0,0,354,453.826
304,1947,1,0,0,15,249,969.321
359,366,1,0,0,0,285,526.5450000000001
545,1294,0,0,1,12,390,711.21
548,643,0,0,2,2,185,580.425
468,1628,0,0,1,11,427,736.003
587,378,0,0,0,8,485,456.505
387,72,0,0,0,3,165,258.425
133,1946,0,0,1,1,454,559.1460000000001
447,1945,0,0,0,8,204,708.576
194,914,0,0,1,19,471,558.519
171,1271,0,0,2,12,438,649.962
138,859,0,0,0,13,390,413.27
253,1808,0,0,2,2,366,691.154
349,42,0,0,2,17,441,528.9490000000001
261,376,0,0,0,8,391,318.339
537,1064,1,0,0,14,67,878.943
217,169,0,0,1,9,437,318.873
358,1969,0,0,1,16,53,804.637
478,211,0,0,0,12,214,414.88599999999997
405,1516,1,0,1,0,176,824.8839999999999
367,1703,1,0,2,10,448,1048.772
548,38,1,2,2,4,471,2931.9990000000003
153,368,1,0,0,8,460,522.0
335,756,0,0,1,6,262,454.258
488,150,0,0,0,6,97,345.83299999999997
577,1134,1,0,2,1,95,929.995
321,1503,0,0,0,18,95,666.2750000000001
350,1459,1,0,0,19,97,929.673
412,1070,0,0,0,17,236,609.164
500,1023,0,0,0,9,169,556.121
211,1598,0,0,2,4,181,649.849
354,736,1,0,0,15,68,746.492
402,1389,0,0,0,4,490,541.05
506,68,1,0,1,14,324,719.0360000000001
306,298,0,0,0,15,281,390.649
328,943,0,0,1,3,91,457.17900000000003
440,801,0,0,0,13,141,526.269
497,295,0,0,1,16,310,530.53
165,202,1,1,0,16,97,1670.573
174,60,0,0,1,15,458,339.202
534,945,0,0,0,8,331,546.259
202,962,0,1,0,1,123,1438.347
521,1853,2,0,1,10,265,1291.805
291,1337,0,0,0,14,495,584.075
351,1184,0,1,0,2,270,1556.65
325,330,0,0,0,15,158,403.922
393,1551,0,0,0,18,184,706.9159999999999
405,337,0,0,2,5,477,491.793
197,1629,0,0,0,13,392,592.068
437,1327,0,0,2,4,287,691.523
385,1526,0,0,2,4,204,708.736
434,1673,0,0,0,5,475,621.155
446,1361,0,0,1,17,378,732.922
534,1573,0,1,1,17,105,1909.825
546,638,0,0,0,18,436,590.844
581,274,1,0,2,1,431,762.699
407,1187,0,0,1,16,446,672.354
348,1466,0,0,0,0,247,491.583
265,318,2,0,0,8,364,808.1759999999999
580,588,0,0,2,12,87,681.9830000000001
571,503,1,0,1,3,390,723.9300000000001
434,1709,0,0,0,4,388,617.572
129,386,0,0,1,17,266,403.774
346,1993,0,1,0,9,280,1786.44
205,869,0,0,0,3,391,343.419
150,832,0,0,0,12,306,402.154
180,1014,0,0,2,12,483,602.747
232,1911,1,0,2,16,258,1091.962
384,602,0,0,2,7,250,553.9300000000001
487,1773,0,0,1,3,186,690.814
237,1799,0,0,2,2,177,680.933
283,690,0,0,2,10,102,557.778
500,493,1,0,1,11,393,772.1370000000001
429,489,0,0,1,8,443,461.96700000000004
372,720,1,0,1,14,133,791.437
439,1096,1,0,1,12,258,875.902
571,508,1,0,2,4,382,834.8580000000001
168,389,0,0,2,4,334,391.366
133,1642,0,0,1,18,85,665.025
361,1880,0,0,2,10,264,829.996
152,294,0,0,0,8,76,253.32399999999998
549,1392,0,0,2,2,195,730.735
304,1979,0,0,0,17,67,744.083
225,795,0,1,1,12,167,1575.003
334,864,0,0,1,11,186,524.754
142,1717,0,0,2,8,116,684.084
339,548,1,0,1,9,440,695.94
558,648,0,0,2,12,363,687.2270000000001
470,1873,0,0,2,19,79,962.711
210,567,0,0,2,19,122,592.698
348,1210,0,0,2,12,172,709.708
250,852,0,0,0,8,494,409.846
282,769,0,0,0,9,277,414.733
435,444,1,1,1,18,387,1904.983
194,1593,0,0,0,5,322,502.97800000000007
558,362,0,0,1,6,295,469.41499999999996
473,122,0,0,1,14,486,467.434
499,1211,0,0,2,18,439,835.731
107,741,0,0,2,13,88,523.932
487,679,0,0,2,15,458,694.462
459,419,0,0,2,13,219,608.551
487,1649,0,0,2,19,475,928.615
283,1275,0,0,2,1,364,587.136
380,1642,0,0,0,8,151,619.359
294,1572,0,0,1,2,343,560.967
451,1358,1,0,1,5,464,865.196
294,91,0,0,2,4,292,384.30799999999994
254,1553,0,1,0,13,206,1699.134
192,1889,0,0,2,14,409,802.1210000000001
259,62,1,0,0,17,314,594.0060000000001
533,1685,0,0,0,16,306,773.614
160,511,0,0,1,8,407,353.063
221,1162,1,0,1,18,392,858.748
150,1721,1,0,0,8,172,788.748
502,1208,0,0,1,15,96,703.3040000000001
376,1228,0,0,0,5,381,506.94899999999996
104,771,0,0,0,7,59,318.411
565,1237,0,0,0,2,193,556.437
191,255,0,1,1,4,480,1375.54
269,134,1,1,2,6,348,1752.912
416,1596,1,0,1,0,201,845.729
121,874,1,0,2,3,185,707.285
504,821,2,0,1,15,124,1126.996
425,87,0,0,1,13,410,429.59
100,1859,0,0,2,0,75,614.4749999999999
232,987,0,0,0,3,56,375.34400000000005
332,1230,1,0,2,9,128,926.5920000000001
111,1152,0,0,0,10,64,427.596
445,822,0,1,0,6,481,1565.629
145,1026,0,1,1,3,436,1500.024
133,973,1,0,1,0,449,604.5010000000001
532,933,0,0,1,0,256,512.344
177,1777,0,0,1,16,138,690.982
317,120,0,0,1,9,146,348.454
400,1408,0,0,2,4,447,693.623
510,1637,0,0,2,6,265,803.985
172,1061,0,0,2,7,308,557.2120000000001
381,1364,0,0,2,1,378,646.222
348,1007,0,0,1,8,336,530.584
146,924,0,0,2,3,424,479.936
220,644,0,0,2,11,124,532.316
313,713,0,0,0,10,291,426.679
338,859,0,0,1,4,66,454.354
155,20,0,0,2,11,226,381.134
449,241,0,0,2,3,308,469.55199999999996
206,454,0,0,2,12,172,498.868
418,962,1,0,1,0,360,721.2
147,620,0,0,2,17,160,557.1800000000001
160,302,0,0,0,3,305,210.34500000000003
436,1619,0,0,1,3,283,639.4670000000001
125,1618,0,0,0,7,405,499.745
391,802,0,0,1,19,89,615.421
356,963,0,0,2,5,171,593.659
107,68,0,0,1,3,499,193.031
212,1152,0,0,1,3,264,451.816
454,195,0,0,1,10,345,432.785
352,139,0,0,0,8,335,308.655
279,1467,0,0,1,13,330,643.5500000000001
306,282,0,0,2,3,56,415.424
402,311,1,0,1,12,141,702.309
226,745,0,0,1,5,410,397.61
155,1558,1,0,2,12,483,951.047
313,1688,0,0,2,2,172,690.6080000000001
113,276,0,0,0,6,386,216.134
573,60,2,0,2,0,145,953.9649999999999
127,1342,0,0,2,10,50,622.19
570,1913,0,0,2,1,140,833.26
177,51,0,0,1,4,477,228.83300000000003
315,1879,0,0,0,13,482,692.438
485,152,0,0,2,12,56,554.604
464,1772,0,0,2,15,169,900.8009999999999
253,1334,0,0,2,14,436,716.9839999999999
113,1837,0,0,1,2,399,538.451
286,543,0,0,1,5,178,380.322
411,566,0,0,0,8,228,417.872
470,1887,1,0,0,2,147,896.123
106,1412,0,0,1,12,471,551.1590000000001
102,1571,0,0,2,12,92,677.8679999999999
210,621,0,0,2,6,232,474.488
506,1200,1,0,0,4,234,794.626
337,1385,0,0,2,7,102,689.458
462,313,0,0,1,7,277,429.133
338,806,0,0,0,6,210,415.05
592,847,0,1,1,18,284,1800.596
373,96,0,0,1,6,495,340.315
393,880,0,0,2,3,407,574.723
326,1236,0,0,1,9,444,578.116
470,828,0,0,1,12,249,585.241
114,136,1,0,2,3,485,559.4449999999999
291,1029,1,0,1,18,50,858.47
572,1010,0,0,2,9,63,732.807
218,108,0,0,1,6,262,275.518
584,546,0,0,2,4,427,598.323
127,1062,0,0,2,2,326,488.67400000000004
301,661,0,0,0,1,83,319.367
138,424,0,0,1,10,410,346.45
540,629,0,0,1,9,319,545.471
372,260,0,0,0,12,217,380.193
330,1449,0,1,2,6,427,1792.2430000000002
185,86,0,0,2,9,468,389.11199999999997
573,464,0,0,0,3,219,415.43100000000004
225,75,0,1,0,19,131,1450.679
399,470,0,0,2,15,453,615.6569999999999
124,1999,0,0,2,19,365,845.165
244,1986,0,0,0,5,186,601.354
112,413,0,1,1,8,282,1412.178
311,824,0,0,2,12,164,616.8960000000001
124,894,0,0,0,6,301,343.589
167,725,0,0,1,17,338,488.18199999999996
493,456,0,0,1,13,98,529.1419999999999
166,1308,0,0,1,4,53,471.797
332,1262,0,1,1,12,428,1715.6920000000002
208,1700,0,0,0,7,225,549.385
245,1622,0,0,2,14,321,770.189
210,652,1,0,1,18,480,752.9200000000001
327,671,0,0,1,8,75,452.21500000000003
210,1581,0,0,0,5,119,505.47100000000006
569,1395,0,0,1,13,342,751.058
133,494,0,0,0,9,455,298.75500000000005
210,1647,0,0,0,8,283,550.147
363,1942,1,1,2,16,280,2253.38
523,1068,0,0,1,12,312,656.068
468,1424,1,0,2,16,475,1095.6350000000002
335,1270,0,0,0,18,335,627.715
182,1639,1,1,1,12,123,1975.347
141,596,1,0,0,8,170,559.95
524,449,0,0,0,0,55,360.375
200,484,0,0,0,0,73,231.45700000000002
105,645,0,0,1,4,243,315.28700000000003
279,619,0,0,0,7,217,362.933
381,1041,0,0,0,17,426,592.054
419,1629,0,0,1,3,448,635.812
325,661,0,0,2,0,486,473.07400000000007
542,757,0,0,0,14,390,572.55
539,288,0,0,2,19,259,676.311
414,1437,0,1,2,3,182,1792.918
464,720,0,0,2,8,394,622.426
553,637,1,0,2,19,341,1002.7289999999999
328,234,0,0,2,9,223,476.567
476,415,0,0,2,14,200,624.7199999999999
388,937,0,0,1,2,137,471.593
536,498,0,0,1,1,350,437.87
249,973,0,0,2,4,315,542.0150000000001
376,633,0,0,1,0,359,387.751
297,1673,0,0,1,10,119,660.4110000000001
169,1019,0,0,2,11,254,587.0659999999999
211,114,0,0,2,2,390,334.92999999999995
103,931,1,0,0,15,81,680.1890000000001
449,673,0,0,1,13,92,554.0079999999999
430,1736,0,1,2,11,167,1939.303
545,1257,0,0,1,19,426,774.1339999999999
417,1563,0,0,1,15,64,738.316
449,1034,0,0,1,7,371,568.719
194,205,1,0,0,16,448,586.5120000000001
251,1702,0,0,2,16,164,807.296
410,246,0,0,1,6,386,384.87399999999997
236,1582,0,0,2,14,69,756.141
346,757,0,0,1,8,227,478.76300000000003
486,1150,0,0,2,3,311,666.919
342,146,0,0,2,7,128,443.99199999999996
130,117,0,0,2,9,430,371.87
139,1934,0,0,1,14,450,689.23
328,1405,0,0,0,17,169,640.281
135,411,0,0,2,13,75,469.575
507,1687,0,0,0,4,71,640.979
322,1607,0,0,2,8,250,738.8900000000001
105,362,0,0,0,12,113,287.517
421,1532,0,0,2,18,263,865.587
567,136,0,0,0,10,363,418.60699999999997
319,1198,0,0,2,11,342,686.658
174,1312,0,0,2,2,127,556.623
103,957,0,0,0,1,265,297.04499999999996
434,1504,0,0,2,14,273,825.537
233,18,0,0,1,4,426,245.29399999999998
217,194,0,0,2,6,77,390.633
468,329,0,0,2,3,354,495.546
193,1959,1,0,1,4,250,865.11
585,174,0,0,1,15,116,531.544
534,1001,1,0,1,14,408,918.152
161,448,0,0,0,15,175,358.795
540,1948,0,0,1,3,398,749.982
293,945,1,1,0,5,244,1764.2559999999999
434,1377,0,0,1,17,474,731.946
302,1522,0,0,0,2,223,503.247
491,140,0,0,1,4,136,375.444
125,757,0,0,1,1,392,317.428
534,1920,0,0,2,15,360,961.52
272,929,0,0,1,5,444,454.036
399,92,0,0,2,14,203,527.807
232,1967,1,0,1,17,259,1013.171
425,238,0,1,1,5,62,1476.658
509,204,0,1,2,12,213,1676.4969999999998
217,559,0,0,2,12,304,525.676
423,1456,0,0,0,0,433,522.7570000000001
374,244,1,1,2,15,113,1906.8970000000002
311,831,0,0,0,3,356,380.02400000000006
324,1340,0,0,1,16,125,665.2049999999999
119,924,1,0,2,17,71,855.419
212,294,0,0,2,15,109,498.821
239,639,0,1,1,0,435,1432.095
146,855,1,0,1,5,105,633.265
100,1305,0,0,1,10,217,504.953
189,16,1,0,1,5,461,486.729
241,70,0,0,2,16,254,477.50600000000003
419,1292,0,0,1,3,402,567.998
137,1348,1,0,1,13,308,809.9120000000001
392,1817,1,0,2,13,240,1110.2
481,304,0,0,0,19,456,506.924
238,1474,1,0,2,7,104,915.696
455,1030,0,0,0,1,465,461.285
432,1337,0,0,1,4,389,592.341
590,816,0,0,2,3,333,643.997
358,1126,0,0,1,9,429,569.4209999999999
260,820,0,0,2,19,313,666.017
489,192,0,0,0,2,308,316.55199999999996
277,1776,1,0,2,15,399,1075.1309999999999
109,1597,1,0,1,9,138,806.422
360,528,0,0,2,14,486,601.174
506,170,0,0,1,3,271,378.959
237,1560,0,0,2,0,462,615.698
271,250,0,0,0,14,399,357.411
485,1788,0,0,2,9,138,852.5419999999999
112,1410,2,0,2,19,108,1220.012
267,1230,1,0,2,17,201,979.949
229,540,0,0,2,15,471,558.4190000000001
183,1652,1,0,0,8,77,787.953
420,415,0,0,1,18,274,541.866
418,793,0,0,2,16,367,697.4630000000001
200,1403,0,0,2,9,100,655.5
428,1167,0,0,2,18,312,795.968
372,24,0,0,0,7,328,283.99199999999996
364,1845,1,0,1,18,95,1052.7350000000001
558,667,0,0,1,4,383,511.207
498,1096,0,0,2,1,155,639.755
507,631,0,0,2,14,333,682.137
137,1847,0,0,1,16,73,687.5970000000001
518,1856,0,0,2,9,56,879.264
193,1116,2,0,2,1,417,1018.013
194,504,1,0,2,8,384,715.736
404,1621,1,0,0,1,482,808.2180000000001
168,335,0,0,0,17,52,358.028
417,424,0,0,1,11,307,472.703
543,498,0,0,0,14,312,520.4680000000001
335,1387,0,0,0,19,170,659.63
533,946,1,0,1,5,257,815.3729999999999
433,629,0,0,0,17,70,528.29
472,1768,0,0,1,12,442,775.818
475,1222,0,0,2,3,189,675.601
558,717,0,0,1,11,329,590.721
236,1436,0,0,1,8,338,569.362
517,338,0,0,1,1,255,397.035
175,658,0,1,2,15,92,1655.9279999999999
582,961,0,0,2,0,387,640.1229999999999
134,1960,0,0,2,3,167,679.783
100,428,0,0,1,14,54,368.086
395,1806,0,0,1,19,256,819.404
419,898,0,0,1,0,172,457.12800000000004
505,138,0,0,1,19,376,533.0840000000001
159,1716,0,0,1,14,394,653.5260000000001
419,941,0,0,1,2,191,485.899
448,541,0,0,1,12,421,520.149
427,56,0,0,0,17,281,413.06899999999996
366,1255,0,0,2,12,213,726.6370000000001
460,657,0,0,0,9,84,465.356
328,434,1,0,2,19,413,868.2769999999999
369,383,0,0,1,6,483,395.92699999999996
415,559,0,0,0,7,384,409.55600000000004
